uuid,name,description
8db0bc25-f767-4264-bd20-321a73616ce6,Bad Hombres Against Fake News Pack 1,https://www.amazon.com/Hombres-Against-Unofficial-Expansion-Humanity/dp/B06XDVMN5T/

uuid,edition,version,description,author,releaseDate,column
19930deb-c6cb-404d-8de1-aef3205c8c90,,v1.0,,,0,0

uuid,suite,text,draw,pick,19930deb-c6cb-404d-8de1-aef3205c8c90
27d709e2-f5ac-4c98-9ae3-ab578f2a3110,Response,A drug-filled piñata.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
fc46510e-5f6a-4a57-b0a6-a3a9e18806ba,Response,A fully equipped tunnel under the border.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
371cda81-d2ac-461e-8566-7e226b250a7a,Response,A new movie by Alejandro Gonzalez Iñarritu about the Bad Hombres.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
be2e7c20-68ce-4ca3-a15f-20ad6682e46b,Response,A new shining Trump tower in Mexico.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
fa69cf86-90d6-464b-8218-91ffae7c3f48,Response,A pillow fight between Bad Hombres.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
40023a5b-f300-4b85-acc8-3b168eb6d66d,Response,A really bad Mexican soup opera.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
4bf55954-83b0-45e3-b76c-b56a45a53ae9,Response,All kind of children are indeed left behind.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
3f25cec9-4dd0-4a16-ac50-db1010261553,Response,An economy without Mexican labor.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
29b09292-c530-4809-9a87-84f64d04fe93,Response,Bad Hombres infiltrating the border patrol.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
b92d7915-23a1-4e4e-a507-fe7a4290685e,Response,Bad Hombres offensive comments.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
fc88e988-2ef2-4e0b-940f-abbb1b3988ca,Response,Bad Hombres willing to work 80 hours a week.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
1e3d5f0c-5e89-4ba6-a855-87fd5b742faa,Response,Baked beans.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
cbd3339e-e037-4a20-bf33-26abe1491583,Response,Beefy empanadas for 25 cents.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
792098a6-2d9d-45e9-bab3-8285cbbe3c35,Response,Being afraid of the worm at the bottom of the tequila bottle.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
7b253842-bb62-4c8f-adfb-528f833595a5,Response,Being deported to Mexico after living 20 years in the U.S.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
04c25d6a-961f-4a8e-af05-211565d1850c,Response,Blaming the 1% for everything.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
516202d0-e258-4455-81bd-2166c7251a91,Response,Bloody Bull Fights with lots of celebration and tequila.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
8b9929c8-660e-436c-9686-81537f3be6ed,Response,Border Tax.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
70f90b59-0d95-4a48-8ec6-ec2a326b5215,Response,Building a door in the wall.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
b69464b6-9f3c-4d13-97f0-0b1b3ae538a0,Response,Building bridges rather than walls.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
a4be1c12-1969-45d5-a106-66441466379c,Response,Burrito masturbation technique.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
3c1d7a14-b3fd-471b-814b-01b909c69444,Response,Cabrón de mierda.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
a2c8f431-fdee-4561-aaa9-2c703c003f92,Response,Cheap Mexican porn.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
59826ddf-5477-4bcd-a83e-784f58cce954,Response,Cheap tequila.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
27314886-9f9d-4cdf-a7a3-5b99d0a78928,Response,Cheap Viagra® hecha en casa.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
ccd89d3f-8bd4-48a1-9b70-dd6f98a9513d,Response,Confronting deportation fears.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
95cf0ffc-4872-4598-ae89-f37c85c30edf,Response,Confusing Taco Bell® with good Mexican food.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
9989bfd2-72c4-4730-83b3-7a707c10d24f,Response,Confusing Tijuana with North Korea.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
ef110283-a34a-4cab-8887-0f6c63a470f4,Response,Coyote services inflation.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
cf85f218-1d55-4d78-b069-608a99066a86,Response,"Criminals, drug dealers, rapists, etc.",0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
337d62c7-d91e-46d4-87ad-d7624fb0c4bf,Response,Declaring Spanish as second official language of the U.S.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
6d683576-afcd-43fb-8ca4-f4bf5b5b17c0,Response,Discrimination.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
f7191d05-f602-4130-86f5-6a53b3dd09a3,Response,Dreamers hiding from deportation.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
c91141eb-6c27-4ad6-a75d-93f11643c08a,Response,Eating tamales in Thanksgiving.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
681eeaad-a483-416c-b27d-cd5c0256524e,Response,El Chapo unleashing a Bad Hombre revolution from jail.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
5e8dc136-24be-45a3-a6fc-05f414dd80f7,Response,El Rio Grande.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
17f6b172-27f3-4b18-b3f2-7fe5c733c686,Response,Fake Green Cards being sold at the border.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
00955eee-de9d-49e9-9618-43cb51c709ea,Response,Fear of being killed.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
cb7029f2-0f50-4670-9fbb-bc4321d6c481,Response,Food Stamps.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
dd4ce118-3f29-443e-84ec-713b87e88934,Response,Fox News.®,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
a7f6ed5f-2d7e-46ad-af08-a95f8c9436cf,Response,Fucking south of the border.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
1b5481fe-74e1-420e-af42-86ee9a3d9d08,Response,Getting laid with a sweaty Bad Hombre.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
b846c681-9435-40df-80c0-19b49ff43dcb,Response,Getting paid below minimum wage.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
c199a289-f3bb-458b-a0bf-16dde8c48d61,Response,Having Cementos Mexicanos build the wall.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
0636f118-5443-4081-a8de-6c04747c6afc,Response,"Having sex with Mildred, Arnold Schwarzenegger's nanny and girlfriend.",0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
24bbacc0-7557-44db-b731-a7eb5b38f995,Response,Having to send dinero to Chiapas.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
8bd2c233-40c6-4840-8b7d-d1988fb3eed7,Response,Hijo de la chingada.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
6950f4e7-7463-4c97-ada4-4a2942099791,Response,Huge political inexperience.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
afe0b92c-2b68-4d28-bbec-d2a9378336a0,Response,Human rights abuses at the border.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
91c9c700-154d-495d-9e59-152e004ec9af,Response,Insulting Bad Hombres for fun.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
1215af5b-5baa-4260-b00b-949222df545d,Response,It's all about the money.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
6d579e33-6973-4ac6-80ef-d4b7cee1f028,Response,Ivanka Trump's maids.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
1b6f5503-d160-4cb6-962c-2ecc89b2f923,Response,Jennifer Lopez.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
dc8afb78-0e69-4e2a-8833-69c203d0d32c,Response,Kidnappings in Mexico.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
4569448e-23d8-49f9-976c-a8e822d60ecc,Response,Los Tres Amigos.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
f6b35c96-d7f1-4980-974c-35f313457cef,Response,Making Mexico great again since the Aztecs and Mayans.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
c03af516-b2da-4191-84dc-1cbd5f9f4e65,Response,Mango enchilado.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
fd362c3f-8007-446a-b31a-d4dd4916eaeb,Response,Meros tacos.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
b7e38a64-1d5e-4159-b078-ad06e9a178d8,Response,Mexican revolution in the U.S.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
64726277-1ed4-477b-8ed4-8c06af703f23,Response,Mexicans taking all the good jobs.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
65023b11-1206-46fb-bab6-12fea0497a0e,Response,Molesting a Mexican boy.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
7604c1de-0b6c-486e-be59-541b2e749640,Response,Multiple hotel sex in Acapulco.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
2179b581-759a-4a43-9b61-1e153119e5ff,Response,Naked Lucha Libre.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
fb4e949f-4dc2-4e07-9928-6581bc4a3d9e,Response,Nationalist officials at the border who voted for Trump.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
dcdc1235-bc10-469c-b656-70981bb4d5bd,Response,"No ""law and order"" building the wall.",0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
7817168b-aaf8-4d47-858f-42321e5bbfe3,Response,Not all Bad Hombres are created equal.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
adbe4f67-832f-4012-b70f-32a8dcbc8a70,Response,Not having enough Bad Hombres in the U.S. to build the wall.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
b50cf158-0b28-4a5e-88e8-2ee13e72775e,Response,Pitbull as president of the new Bad Hombres political party.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
5be1abd5-5c9e-4ed9-bdda-497ff4869f00,Response,Potentially having free college tuition for all immigrants.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
05ce52b9-70b3-4e65-b64e-8bda0a3898fe,Response,Pretending to give immigrants equal opportunity.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
f2c75e37-c502-4b8a-a77d-0b33be303a14,Response,Proud to be Mexican.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
53651091-5cab-4a34-b101-07451c450993,Response,Putting a condom in a burrito to practice.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
8eb6abb2-9d82-4740-bae4-95cf0a0fa938,Response,Real News.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
29f8153c-af2f-4ef1-ae15-629e3c345c0c,Response,Really lost in translation.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
533cb246-18d7-44d5-a9ef-d80333509e3d,Response,Reusing condoms.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
5f4a483e-c549-4f74-b882-a996b7c7a7b6,Response,"Saying ""No Mas"" before even starting.",0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
0e2a5477-0cc9-452c-8781-4b93eee87b8d,Response,Spanglish.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
d85c018c-028f-4384-b140-dfca05662f1c,Response,Spending $20 billion on the stupid wall.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
bdc7c68d-c1fb-4353-8430-c32a17f09670,Response,Such a nasty group of people.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
0d2f4ef9-acfb-4500-ba68-8fbd3d48b7cb,Response,Thinking tequila is an expensive drink.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
0d514085-8f45-4bb9-b4b1-57282032807d,Response,Three days without eating in the Arizona desert to reach the American Dream.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
1ea1c503-78ec-4db1-a34d-8713bd2f77ed,Response,Too many Bad Hombres with working visas.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
f7abb377-d352-4c6b-9fa4-664948d9931c,Response,Translating the U.S. Constitution to Spanish.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
b41a83fa-67bd-4b3d-9b11-12122d16e6e7,Response,Treating Good Hombres like Bad Hombres.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
53167dea-91d0-40a8-a8fa-bc16a9df69e6,Response,Trump neglecting the U.S. inner cities where Bad Hombres live.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
04c09061-9856-439f-8335-8b5cc56118fb,Response,Trump's deportation machine terror tactics.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
0e0afaac-e947-445e-920b-a9c81daa69b0,Response,Unsafe sex.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
5926cd84-ca26-44b5-8818-4f0f5e53238d,Response,White supremacy ideas.,0,0,19930deb-c6cb-404d-8de1-aef3205c8c90
